motion_id,style,caption,source_file
M036455,proud_confident,a person walks backwards in a counterclockwise circle while using their arms to balance by keeping them outstretched at their side.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036455.txt
036456,proud_confident,a person walks backwards in a counterclockwise circle while using their arms to balance by keeping them outstretched at their side.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036456.txt
M036456,proud_confident,a person walks backwards in a counterclockwise circle while using their arms to balance by keeping them outstretched at their side.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036456.txt
036457,proud_confident,a person walks backwards in a counterclockwise circle while using their arms to balance by keeping them outstretched at their side.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036457.txt
M036457,proud_confident,a person walks backwards in a counterclockwise circle while using their arms to balance by keeping them outstretched at their side.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036457.txt
036458,proud_confident,a person walks backwards in a clockwise circle while using their arms to balance by keeping them outstretched at their side.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036458.txt
M036458,proud_confident,a person walks backwards in a counterclockwise circle while using their arms to balance by keeping them outstretched at their side.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036458.txt
036459,proud_confident,a person walks backwards in a straight line then turns around and walks backwards in a straight line.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036459.txt
M036459,proud_confident,"a person walks backwards several steps, turns around, walks backwards again, turns around and begins walking backwards, then stops.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036459.txt
036460,proud_confident,"a person turns to the right, then to the left, then back to the starting position.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036460.txt
M036460,proud_confident,"a person turns to the back, then to the side facing right, then back forward, and then backwards again.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036460.txt
036461,proud_confident,"a person walks forward, turns around and walks back, then trips and turns around again walking forward with a limp.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036461.txt
M036461,proud_confident,a person walks in a counterclockwise circle,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036461.txt
036462,proud_confident,a person walks in a counterclockwise circle.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036462.txt
M036462,proud_confident,a person walks in a clockwise circle.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036462.txt
036463,proud_confident,a person walks in a clockwise circle.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036463.txt
M036463,proud_confident,the person is walking around in a circle.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036463.txt
036464,proud_confident,a person walks slowly in a circle pattern.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036464.txt
M036464,proud_confident,a person walks slowly in a circle pattern.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036464.txt
036465,proud_confident,walking in a circular pattern.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036465.txt
M036465,proud_confident,a person walks in a counterclockwise circle.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036465.txt
036466,proud_confident,a person walks slowly in a circle pattern.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036466.txt
M036466,proud_confident,a person walks slowly in a circle pattern.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036466.txt
036467,proud_confident,a person walks in a counterclockwise circle.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036467.txt
M036467,proud_confident,the person walks in a semi circle counter clockwise,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036467.txt
036468,proud_confident,"a person walks in a clockwise circle, while holding his right hand up at eye level",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036468.txt
M036468,proud_confident,a person walks in a counterclockwise circle.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036468.txt
036469,proud_confident,the person is walking a straight line.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036469.txt
M036469,proud_confident,a man walks forward and then turns around and walks in a half circle.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036469.txt
036470,proud_confident,a person walks in a counter clockwise motion.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036470.txt
M036470,proud_confident,a person walks in a counterclockwise circle.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036470.txt
036471,proud_confident,"a man walks forward and then turns around and walks to the right before turning around and running,",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036471.txt
M036471,proud_confident,"a man walks forward and then turns around and walks to the left before turning around and running,",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036471.txt
036472,proud_confident,"this person steps foot over foot, turns to left and walks briskly.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036472.txt
M036472,proud_confident,a person walks forward very slowly.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036472.txt
036473,proud_confident,"a person walks forward, turns around, and walks back.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036473.txt
M036473,proud_confident,"a person walks forward, turns around, and then walks back.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036473.txt
036474,proud_confident,"a person walks forwards slowly, turns and walks back slowly.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036474.txt
M036474,proud_confident,"a person walks forward, turns around, and then walks back to origin.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036474.txt
036475,proud_confident,"a person walks forward, turns around, and then walks back to origin.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036475.txt
M036475,proud_confident,a person walks forward and then turns around and walks forward,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036475.txt
036476,proud_confident,a person walks slowly in a half circle counterclockwise while holding something.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036476.txt
M036476,proud_confident,a person slowly walked in right direction and after made a circle,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036476.txt
036477,proud_confident,a person walks forward very slowly.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036477.txt
M036477,proud_confident,"a person walks forwards slowly, turns and walks back slowly.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036477.txt
036478,proud_confident,"a person walks forward, turns around, and then walks back to origin.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036478.txt
M036478,proud_confident,a person walks forward very slowly.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036478.txt
036479,proud_confident,"a person walks forward slowly, turns around and walks in the opposite direction.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036479.txt
M036479,proud_confident,"a person walks forward, turns around, and then walks back to origin.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036479.txt
036480,proud_confident,"a person walks forward and to the right, then stops.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036480.txt
M036480,proud_confident,"a person walks forward and to the right, then stops.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036480.txt
036481,proud_confident,a person is lightly hopping in place.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036481.txt
M036481,proud_confident,the man shrugs raising his right side a little higher than the left.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036481.txt
036482,proud_confident,a person is standing and looks like they are scooping something with right hand. then person walks forward but slightly to the right and then turns and places something on a surface.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036482.txt
M036482,proud_confident,a man is standing and lifts up his right hand as if checking his watch,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036482.txt
036483,proud_confident,a person is lightly hopping in place.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036483.txt
M036483,proud_confident,a person performing a spin mid-jump in a almost complete circle.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036483.txt
036484,proud_confident,a person is lightly pushed from right to left.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036484.txt
M036484,proud_confident,"a person spins in a circle, bends down, picks something up, then walks forward",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036484.txt
036485,proud_confident,a person is lightly hopping in place.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036485.txt
M036485,proud_confident,a person bends their knees slightly jumps forward and stops.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036485.txt
036486,proud_confident,a person bends their knees slightly jumps forward and stops.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036486.txt
M036486,proud_confident,a person spins in a circle while facing forward,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036486.txt
036487,proud_confident,a person is lightly hopping in place.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036487.txt
M036487,proud_confident,a person performing a spin mid-jump in a almost complete circle.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036487.txt
036488,proud_confident,a person quickly waves with their left hand,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036488.txt
M036488,proud_confident,a person bends their knees slightly jumps forward and stops.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036488.txt
036489,proud_confident,a person makes a vertical waving motion with their left arm,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036489.txt
M036489,proud_confident,a person bends their knees slightly jumps forward and stops.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036489.txt
036490,proud_confident,a person is lightly pushed from behind.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036490.txt
M036490,proud_confident,a person bends their knees slightly jumps forward and stops.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036490.txt
036491,proud_confident,a person skips and then walks.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036491.txt
M036491,proud_confident,"a person side-steps to the right, then to the left, then back to center.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036491.txt
036492,proud_confident,person does circular motion with right hand stomach height,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036492.txt
M036492,proud_confident,person appears to be cupping hands over mouth,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036492.txt
036493,proud_confident,a person skips side by side horizontally.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036493.txt
M036493,proud_confident,a figure hops on one foot at a time as though doing a jig,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036493.txt
036494,proud_confident,a person quickly walks forward.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036494.txt
M036494,proud_confident,the person is running and jumping around.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036494.txt
036495,proud_confident,person hops from side to side on one foot and then the other.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036495.txt
M036495,proud_confident,"a person hops from foot to foot while swinging his arms. person stops hopping and walks forward, stops and touches face with left hand as he turns back the way he came.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036495.txt
036496,proud_confident,person appears to be shape moving hands with arms.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036496.txt
M036496,proud_confident,a person dances and does the salsa.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036496.txt
036497,proud_confident,person hops with one leg and then two in a hopskotch like manner.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036497.txt
M036497,proud_confident,a person hopping in place twice.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036497.txt
036498,proud_confident,a person quickly walks in a circle with left arm raised and right arm lowered.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036498.txt
M036498,proud_confident,a person jogs in a clockwise circle with their hands bent in front of them moving forward and backwards.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036498.txt
036499,proud_confident,"a person dances to the left, then right, then left again.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036499.txt
M036499,proud_confident,a person jogs to their right and then their left.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036499.txt
036500,proud_confident,"a man sidesteps energetically to his right, then again to his left, then steps back and stops in a standing position.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036500.txt
M036500,proud_confident,"a person side-steps to the left, and then side-steps to the right.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036500.txt
036501,proud_confident,a man moves side to side then move back side to side.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036501.txt
M036501,proud_confident,"a person sways side to side cheerfully, then yawns.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036501.txt
036502,proud_confident,a person walking in a circle counterclockwise.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036502.txt
M036502,proud_confident,a person is walking in a circle clockwise.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036502.txt
036503,proud_confident,a person who is standing with his arms by his sides takes four steps backwards and down before he stops.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036503.txt
M036503,proud_confident,man turns to the right raises right arm points lowers arm pauses then raises right arm again and points,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036503.txt
036504,proud_confident,"a person sways side to side cheerfully, then yawns.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036504.txt
M036504,proud_confident,"a man lifts his arms to shoulder height, sways back and forth, then rubs his hands together, then rotates his hips back and forth.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036504.txt
036505,proud_confident,a man steps side to side while stretching his arm across his body and waves.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036505.txt
M036505,proud_confident,a person is looking around and walking like a bear and swatting things with their hands.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036505.txt
036506,proud_confident,"a person steps to the side, steps forward over something, then steps sideways over something",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036506.txt
M036506,proud_confident,person is walking forward slowly.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036506.txt
036507,proud_confident,a person slowly turns counterclockwise and turns their back. then they place their hands behind their back.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036507.txt
M036507,proud_confident,a person turns clockwise 180 degrees and wide steps forward.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036507.txt
036508,proud_confident,a person slowly turns counterclockwise and turns their back. then they place their hands behind their back.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036508.txt
M036508,proud_confident,"a man turns to his right, then brings his hands up, and holds his right hand near his face before setting it to his side and turning to his left.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036508.txt
036509,proud_confident,a person is looking forward and then to the side.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036509.txt
M036509,proud_confident,"a person walks to the left, then to the right, and then back to the center.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036509.txt
036510,proud_confident,the person is taking side steps to the right.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036510.txt
M036510,proud_confident,"a person side steps to his left, then several side steps right, and then back left again.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036510.txt
036511,proud_confident,"a man walks forward, then turns left and walks a few more steps, then turns right, then takes 1 step, then turns left and walks several steps and stops.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036511.txt
M036511,proud_confident,"a man walks forward, turns around, then walks back before starting to turn around again.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036511.txt
036512,proud_confident,the person is walking back and forth.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036512.txt
M036512,proud_confident,person is walking back and forth,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036512.txt
036513,proud_confident,a person walks in a counterclockwise half circle with their arms straight out in front of them,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036513.txt
M036513,proud_confident,a person walks forward and backward twice.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036513.txt
036514,proud_confident,a person dances in a circle to the left while waving their left arm.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036514.txt
M036514,proud_confident,a man walks forward and then turns around and walks back.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036514.txt
036515,proud_confident,a person walks slowly in a circle pattern.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036515.txt
M036515,proud_confident,a person walks in a large circle.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036515.txt
036516,proud_confident,"a person shuffles around and then walks forward and reaches out with their left hand, then they shuffle around some more before turning left quickly.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036516.txt
M036516,proud_confident,a person walks backwards in a straight line then turns around and walks backwards in a straight line.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036516.txt
036517,proud_confident,"a person walks sideways to the right, stops, then walks sideways to the left.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036517.txt
M036517,proud_confident,a person is walking in a circle from where he has standing,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036517.txt
036518,proud_confident,a person walks in a circle while using their right arm and hand in a clawing motion over and over again.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036518.txt
M036518,proud_confident,a person walks backwards in a clockwise circle while using their arms to balance by keeping them outstretched at their side.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036518.txt
036519,proud_confident,a person walks backwards in a counterclockwise circle while using their arms to balance by keeping them outstretched at their side.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036519.txt
M036519,proud_confident,a person walks backwards in a counterclockwise circle while using their arms to balance by keeping them outstretched at their side.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036519.txt
036520,proud_confident,"a person side steps to the left, then the right, and then back to the origin.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036520.txt
M036520,proud_confident,a man steps forward and then turns around and walks in a half circle.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036520.txt
